Sciname,Species3,Family3,Order3,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Grallaria_carrikeri,Grallaria carrikeri,Formicariidae,Passeriformes,6,2,4,0,5,25.4,15.9,7.4,10.4,59.2,107.2,7.6,100.1,7.1,63.5,109.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-9.34,-5.26,-7.18,-77.29966872,29971.08,Extant
Grallaria_chthonia,Grallaria chthonia,Formicariidae,Passeriformes,1,0,1,0,1,26.6,16.7,5.9,8.4,42,98.5,6.6,91.9,6.7,39,94.2,Inferred,NA,YES,Body Mass,Grallaria guatimalensis,Forest,1,1,Carnivore,Invertivore,Terrestrial,7.52,7.75,7.63,-72.24997046,496.18,Extant
Grallaria_dignissima,Grallaria dignissima,Formicariidae,Passeriformes,5,2,3,0,1,27.8,16.6,8.8,10.7,55.5,100.5,9.2,94.7,8.9,32.5,110,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.01,0.63,-2.35,-74.398344050000006,386285.83,Extant
Grallaria_eludens,Grallaria eludens,Formicariidae,Passeriformes,7,0,7,0,4,29.5,18.3,9.3,11.2,57.6,104.3,9.2,97.2,8.7,35.7,115,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.02,-3.35,-8.1300000000000008,-72.179464580000001,383522.84,Extant
Grallaria_erythroleuca,Grallaria erythroleuca,Formicariidae,Passeriformes,6,3,3,0,4,25.1,13.8,6.8,8,48.8,93.8,6.3,90.9,6.5,51.2,80,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.81,-11.26,-12.61,-72.714372299999994,32694.03,Extant
Grallaria_erythrotis,Grallaria erythrotis,Formicariidae,Passeriformes,10,2,6,2,3,23.2,13.7,5.6,7.4,50,93.1,6.6,87.9,7,59.6,57,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.93,-14.08,-16.22,-67.164756409999995,39088.660000000003,Extant
Grallaria_excelsa,Grallaria excelsa,Formicariidae,Passeriformes,3,1,2,0,1,36.9,22.3,9.6,12.7,61,153.9,16.1,143.9,10.1,63.1,240.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,7.71,10.91,8.9700000000000006,-71.256162430000003,8417.2800000000007,Extant
Grallaria_flavotincta,Grallaria flavotincta,Formicariidae,Passeriformes,1,0,1,0,1,25.7,15.1,6.8,8.3,47.5,91.5,5.9,85.6,6.4,43,63,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-0.25,6.84,3.34,-77.020352369999998,22776.33,Extant
Grallaria_gigantea,Grallaria gigantea,Formicariidae,Passeriformes,14,4,10,0,3,39,22.8,10.8,15,65.1,149.3,13.6,134.7,9,63.9,236,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-2.4500000000000002,1.44,-0.16,-78.304172800000003,13446.51,Extant
Grallaria_griseonucha,Grallaria griseonucha,Formicariidae,Passeriformes,5,1,4,0,3,21,12,5,6.9,45.3,83,8.8,74.3,10.6,36.8,44.8,Inferred,NA,YES,Body Mass,Grallaria rufocinerea,Forest,1,1,Carnivore,Invertivore,Terrestrial,7.45,9.52,8.51,-71.192713699999999,8253.14,Extant
Grallaria_guatimalensis,Grallaria guatimalensis,Formicariidae,Passeriformes,60,12,39,9,4,30.8,16.1,7,8.9,45.2,105.8,18.1,85.3,17.8,43.7,94.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-19.07,21.37,5.39,-78.438468270000001,1176165.53,Extant
Grallaria_haplonota,Grallaria haplonota,Formicariidae,Passeriformes,18,7,9,2,4,27.4,15.7,7.1,8.9,44.7,100.7,12.1,88.6,12,43.3,85,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.15,10.72,0.52,-75.937924269999996,87992.13,Extant
Grallaria_hypoleuca,Grallaria hypoleuca,Formicariidae,Passeriformes,12,1,9,2,4,23.6,14.3,6.4,7.8,45.6,89.5,4.7,84.4,5.2,52.2,73.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.78,7.33,0.55000000000000004,-76.636917839999995,62353.38,Extant
Grallaria_kaestneri,Grallaria kaestneri,Formicariidae,Passeriformes,3,2,1,0,3,22.1,13.3,5.2,6,42.4,82.7,6.1,76.6,7.4,51.4,47.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,4.21,4.75,4.46,-73.578252259999999,444.3,Extant
Grallaria_milleri,Grallaria milleri,Formicariidae,Passeriformes,6,2,4,0,4,20.9,12.9,6.1,6.9,44.3,85.6,9.4,76.9,10.9,48.8,52.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,3.69,5.82,4.67,-75.458156349999996,12355.13,Extant
Grallaria_nuchalis,Grallaria nuchalis,Formicariidae,Passeriformes,14,4,4,6,6,27.9,15.9,7,9.4,57.4,110.4,5.2,106.7,4.7,61.7,117,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.35,7.21,1.18,-77.200402069999996,63486.16,Extant
Grallaria_przewalskii,Grallaria przewalskii,Formicariidae,Passeriformes,6,2,4,0,5,23.4,13.6,5.9,7.4,48.4,92.8,7.8,85.4,8.4,55.9,65.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Terrestrial,-8.9600000000000009,-5.29,-6.94,-77.499331819999995,26356.12,Extant
Grallaria_quitensis,Grallaria quitensis,Formicariidae,Passeriformes,28,8,16,4,4,26,14.8,6.3,7.5,47,93.9,7.4,88.8,7.7,54.9,65.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-8.2100000000000009,7.31,1.34,-76.278489840000006,117313.46,Extant
Grallaria_ridgelyi,Grallaria ridgelyi,Formicariidae,Passeriformes,2,1,1,0,1,32,20.4,9.2,12.4,68.6,128.3,10.7,117.8,8.3,53.6,179.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-4.95,-4.24,-4.4800000000000004,-79.071444369999995,120.44,Extant
Grallaria_ruficapilla,Grallaria ruficapilla,Formicariidae,Passeriformes,32,8,18,6,4,28.7,16.2,6.8,8.2,51.8,97.3,5,94.4,5.1,58.1,82.67,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-7.48,10.91,2.11,-75.838985129999998,239637.78,Extant
Grallaria_rufocinerea,Grallaria rufocinerea,Formicariidae,Passeriformes,6,2,3,1,4,20.5,12.2,4.9,6.1,43,87.3,6.3,80.4,7.3,47.3,44.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.47,6.42,3.21,-76.124774639999998,9572.8700000000008,Extant
Grallaria_rufula,Grallaria rufula,Formicariidae,Passeriformes,27,14,11,2,4,23.9,11.5,4.8,5.5,43.1,80,6.4,75.2,7.8,41.8,35.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.29,11.13,-3.98,-75.037598369999998,239251.68,Extant
Grallaria_squamigera,Grallaria squamigera,Formicariidae,Passeriformes,35,10,17,8,4,36.7,20.5,8.2,10.7,57,140.2,22.8,119.8,16,64,136,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.7,9.98,-5.07,-75.295623280000001,269461.89,Extant
Grallaria_varia,Grallaria varia,Formicariidae,Passeriformes,33,12,12,9,4,28.5,17.6,8.3,10.4,50.8,119.2,9.8,104.5,8.4,48.9,119,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-30.06,6.37,-8.82,-54.401330790000003,3247752.05,Extant
Grallaria_watkinsi,Grallaria watkinsi,Formicariidae,Passeriformes,6,1,4,1,4,27.1,17.1,6.5,7.9,51.9,90.8,5.2,85,5.9,47.9,69.79,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-4.51,-1.0900000000000001,-3.36,-80.135500179999994,16613.439999999999,Extant
Grallaricula_cucullata,Grallaricula cucullata,Formicariidae,Passeriformes,5,1,3,1,3,14.1,8.7,5,4.9,23.5,66.5,7.6,58.1,11.5,32.9,19.3,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,1.31,7.85,4.24,-75.155335300000004,15456.86,Extant
Grallaricula_ferrugineipectus,Grallaricula ferrugineipectus,Formicariidae,Passeriformes,16,6,5,5,5,17.2,8.9,4.8,4.4,25.7,70.9,9.3,65.1,12.5,38.2,17.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.73,11.13,-1.33,-72.93892357,140841.21,Extant
Grallaricula_flavirostris,Grallaricula flavirostris,Formicariidae,Passeriformes,67,23,34,10,4,18.5,9.2,5.6,4.8,21.6,65.1,10.6,56.3,15.9,27.2,17.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.04,10.49,-7.15,-73.483158430000003,208413.71,Extant
Grallaricula_lineifrons,Grallaricula lineifrons,Formicariidae,Passeriformes,8,3,5,0,1,14,8,4.8,4.4,28.1,75.7,8.3,67.7,10.9,40.4,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.72,4.42,0.88,-77.222740259999995,14344.41,Extant
Grallaricula_loricata,Grallaricula loricata,Formicariidae,Passeriformes,7,1,6,0,3,15.8,9.1,5.5,4.9,23.6,67.2,11.2,54.8,17,32,20.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,10.01,10.68,10.33,-68.219329979999998,11269.04,Extant
Grallaricula_nana,Grallaricula nana,Formicariidae,Passeriformes,39,20,15,4,7,17,8.9,4.8,4.6,27.5,67.1,7.9,59.2,11.9,34.7,19.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.84,10.73,3.42,-73.984619749999993,271203.86,Extant
Grallaricula_ochraceifrons,Grallaricula ochraceifrons,Formicariidae,Passeriformes,2,1,1,0,1,17.1,9.6,5.3,5.2,27.4,72.8,8.6,64.2,11.5,33.5,23.14,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.82,-5.35,-5.59,-78.126275280000002,1217.58,Extant
Grallaricula_peruviana,Grallaricula peruviana,Formicariidae,Passeriformes,4,2,2,0,3,15.7,9.2,5.3,5.1,25.3,71.3,9.8,61.2,13.8,32.1,18.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.52,0.36,-3,-78.515898960000001,23119.759999999998,Extant
Hylopezus_auricularis,Hylopezus auricularis,Formicariidae,Passeriformes,2,1,1,0,2,23.4,13.7,5.2,6.1,39.2,88,8.2,79.8,9.4,38.8,40.42,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.12,-10.93,-11.03,-66.146996950000002,185.14,Extant
Hylopezus_berlepschi,Hylopezus berlepschi,Formicariidae,Passeriformes,29,11,16,2,4,21.4,13.1,5.6,5.9,38.3,81.2,4.9,78.5,5.8,38.2,48,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.37,-1.88,-9.76,-63.315808420000003,1422657.01,Extant
Hylopezus_dives,Hylopezus dives,Formicariidae,Passeriformes,22,3,16,3,4,20.8,12.6,5.2,5.3,36.4,75.4,5.7,73.1,7.2,34.1,44,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,1.21,15.77,9.25,-80.996904220000005,179845.91,Extant
Hylopezus_fulviventris,Hylopezus fulviventris,Formicariidae,Passeriformes,39,9,28,2,4,22,13,5.4,6,36.1,77.3,9.8,71.4,12.3,34.2,41,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5,1.27,-2.36,-75.737695250000002,252414.72,Extant
Hylopezus_macularius,Hylopezus macularius,Formicariidae,Passeriformes,101,21,49,31,5,21.9,12.8,5.8,5.8,34.6,83.8,12.1,74.8,13.9,37.3,44.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.66,8.6300000000000008,-2.34,-58.659670290000001,3139148.52,Extant
Hylopezus_nattereri,Hylopezus nattereri,Formicariidae,Passeriformes,11,1,10,0,5,18.6,10.7,4.2,4.5,38.7,76.5,7.8,68.5,10.2,36.5,32,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-30.33,-22.03,-26.38,-51.452602220000003,493987,Extant
Hylopezus_ochroleucus,Hylopezus ochroleucus,Formicariidae,Passeriformes,9,0,8,1,1,18.2,12.4,4.5,4.6,36.1,77.4,10.7,68.3,13.5,44.5,28,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-15.81,-3.57,-10.23,-40.947839989999999,545906.81999999995,Extant
Hylopezus_perspicillatus,Hylopezus perspicillatus,Formicariidae,Passeriformes,180,68,97,15,9,19.4,12.6,5.5,5.9,34.8,79.5,12.4,69.2,15.3,32.1,43,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.44,15.88,8.41,-79.567411079999999,279909.57,Extant
Myrmothera_campanisona,Myrmothera campanisona,Formicariidae,Passeriformes,130,36,77,17,6,21.2,12.1,5.4,5.8,40.4,78,5.7,76.8,6.8,36,47,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-14.4,8.2799999999999994,-2.56,-64.887099390000003,4560838.3499999996,Extant
Myrmothera_simplex,Myrmothera simplex,Formicariidae,Passeriformes,25,5,18,2,3,20.1,12.6,5.1,5.7,42.7,81.8,6.9,75.4,8.4,46.8,52.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.68,6.82,5.13,-63.432716849999998,113218.8,Extant
Pittasoma_michleri,Pittasoma michleri,Formicariidae,Passeriformes,6,3,2,1,4,35.3,17.9,9,8.5,48.6,100.2,6,95,5.9,33.4,109,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,6.66,10.52,8.4499999999999993,-79.06528969,49173.73,Extant
Pittasoma_rufopileatum,Pittasoma rufopileatum,Formicariidae,Passeriformes,5,3,2,0,3,33.2,16.6,7.9,7.9,45,92.3,4.4,87.6,4.7,30.5,96.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.6,7.21,3.5,-77.656418070000001,73382.31,Extant
Skutchia_borbae,Skutchia borbae,Formicariidae,Passeriformes,10,5,5,0,6,20.8,12.1,4.9,6.4,31.3,83.5,9.2,75.4,11.2,55.2,50,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.35,-2.2200000000000002,-5.55,-58.569815470000002,234463.48,Extant
Acrobatornis_fonsecai,Acrobatornis fonsecai,Furnariidae,Passeriformes,4,1,2,1,2,10.4,7.3,3,3.6,17.6,62.9,13.6,48.3,21.2,56.6,13.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.05,-14.51,-15.42,-39.645803129999997,3689.54,Extant
Anabacerthia_amaurotis,Anabacerthia amaurotis,Furnariidae,Passeriformes,6,1,3,2,3,18.5,10.8,4.1,4.9,19.6,76.2,11.8,64.4,15.5,72.3,19.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.83,-19.71,-25.27,-50.10621484,499233.47,Extant
Anabacerthia_striaticollis,Anabacerthia striaticollis,Furnariidae,Passeriformes,27,6,13,8,4,18.6,10.2,3.8,5.4,20,87.3,15.8,71.7,18,76.1,24.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.03,11.18,-1.55,-73.774494730000001,335322.02,Extant
Anabacerthia_variegaticeps,Anabacerthia variegaticeps,Furnariidae,Passeriformes,12,1,9,2,4,17,10.9,3.6,5.1,19.4,85.2,15.6,69.2,18.4,70.6,27.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.0999999999999996,18.71,11.78,-87.476394450000001,215334.52,Extant
Anabazenops_dorsalis,Anabazenops dorsalis,Furnariidae,Passeriformes,5,1,3,1,1,23.4,14.9,5,7.5,23.5,92.7,12.8,79.9,13.9,77,35.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.22,1.51,-7.79,-73.217584500000001,480171.5,Extant
Anabazenops_fuscus,Anabazenops fuscus,Furnariidae,Passeriformes,8,1,4,3,4,25.2,16.1,4.6,7,23.4,91.6,13.1,78.3,14.4,80,38.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-28.01,-13.5,-20.55,-43.46340558,372722.52,Extant
Ancistrops_strigilatus,Ancistrops strigilatus,Furnariidae,Passeriformes,13,6,6,1,4,23.1,14.2,5.2,7.1,23.1,92.8,17,76.7,18.1,72.5,35.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.95,3.44,-5.93,-67.87897624,2508167.13,Extant
Anumbius_annumbi,Anumbius annumbi,Furnariidae,Passeriformes,11,3,7,1,4,19.6,12.5,3.8,4.7,24.3,81.4,16.7,64.7,20.5,82.2,41.5,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-43.26,-11.32,-28.89,-57.250874809999999,2928674.73,Extant
Aphrastura_masafuerae,Aphrastura masafuerae,Furnariidae,Passeriformes,8,1,1,6,4,16.1,10.2,2.6,3.3,22.2,65.8,12.7,54.4,18.9,68.9,12.2,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-33.79,-33.71,-33.76,-80.752851210000003,10.84,Extant
Aphrastura_spinicauda,Aphrastura spinicauda,Furnariidae,Passeriformes,9,3,6,0,4,13.7,7.8,2.6,3,20.2,59.4,12.2,47.2,20.5,76.8,11.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-56.53,-30.3,-45.16,-72.247389609999999,491332.8,Extant
Asthenes_anthoides,Asthenes anthoides,Furnariidae,Passeriformes,10,4,6,0,4,15.8,9.3,2.8,3.4,21.3,67.2,10.7,56,16,68.6,22.3,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-55.32,-39.590000000000003,-47.88,-70.702964069999993,192482.47,Extant
Asthenes_arequipae,Asthenes arequipae,Furnariidae,Passeriformes,7,1,4,2,4,15.9,9.4,3,3.9,24.5,69.2,9.1,60.2,13.1,74.2,20,EltonTraits_GenAvg,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Terrestrial,-19.760000000000002,-12.35,-16.2,-70.905607439999997,98013.95,Extant
Asthenes_baeri,Asthenes baeri,Furnariidae,Passeriformes,9,3,6,0,4,12.5,7.8,2.7,3.8,19.1,58.5,7.2,51.2,12.3,66.6,17.8,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Insessorial,-41.17,-19.09,-31.67,-62.1902738,1726715.05,Extant
Asthenes_berlepschi,Asthenes berlepschi,Furnariidae,Passeriformes,4,2,2,0,3,16.9,10.7,3,4.2,23.4,67,7.2,60.4,10.5,73,67,Updated_live.sample,Live sample (museum data),NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-16.59,-15.43,-15.93,-68.533701649999998,2103.9299999999998,Extant
Asthenes_cactorum,Asthenes cactorum,Furnariidae,Passeriformes,9,5,3,1,4,18.7,11.6,3,3.6,20.5,59,6.8,52.2,11.5,66.2,17.43,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,-16.57,-7.73,-14.2,-74.756646829999994,64992.800000000003,Extant
Asthenes_dorbignyi,Asthenes dorbignyi,Furnariidae,Passeriformes,16,8,8,0,4,14.2,9.2,2.9,3.8,22.7,64,7.9,55.9,12.4,73.3,15.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Terrestrial,-33.5,-13.31,-24.04,-66.761422690000003,261390.67,Extant
Asthenes_flammulata,Asthenes flammulata,Furnariidae,Passeriformes,16,3,12,1,4,16.9,9.8,3.1,3.8,24.6,62.6,6,56,9.6,71.3,22.5,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-11.66,7.44,-2.41,-76.917982080000002,122945.37,Extant
Asthenes_heterura,Asthenes heterura,Furnariidae,Passeriformes,8,1,6,1,3,13.9,8.4,2.6,3.2,21.1,60.2,8.2,52.5,13.7,88.8,13.49,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,-25.3,-16.399999999999999,-21.53,-65.501076940000004,40109.56,Extant
Asthenes_huancavelicae,Asthenes huancavelicae,Furnariidae,Passeriformes,8,1,6,1,4,14.2,9.4,3.1,3.8,22.5,66.6,7.3,58.2,11.5,70.8,22.2,Updated_live.sample,Live sample (museum data),NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Terrestrial,-13.63,-8.59,-12.47,-74.890966559999995,18080.900000000001,Extant
Asthenes_hudsoni,Asthenes hudsoni,Furnariidae,Passeriformes,8,3,5,0,4,18.3,11.5,3.2,4.3,24.1,74.2,11.4,61,15.8,74,19,EltonTraits_GenAvg,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-41.84,-30.24,-35.79,-60.76606185,803230.15,Extant
Asthenes_humicola,Asthenes humicola,Furnariidae,Passeriformes,8,2,4,2,4,15,9.2,3,3.7,22.1,61.4,6.9,54.2,11.3,74,20.83,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Generalist,-38.409999999999997,-24.19,-31.65,-71.364326149999997,118680.46,Extant
Asthenes_humilis,Asthenes humilis,Furnariidae,Passeriformes,14,6,8,0,4,17.4,10.4,3,3.9,25.9,70.7,7.7,62.8,10.9,68.5,21,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Terrestrial,-17.54,-7.14,-12.25,-73.848135869999993,146012.51999999999,Extant
Asthenes_luizae,Asthenes luizae,Furnariidae,Passeriformes,1,0,1,0,1,14.4,10.5,2.5,4.4,24.2,70,7.9,62.2,11.285714285714286,86.5,28,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,-19.79,-14.93,-17.96,-43.547751599999998,14884.37,Extant
Asthenes_maculicauda,Asthenes maculicauda,Furnariidae,Passeriformes,8,3,5,0,1,16.6,8.6,2.9,3.7,23,58.6,5.9,52.6,10.1,82.6,19,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-27.22,-12.97,-18.57,-67.396732639999996,48997.23,Extant
Asthenes_modesta,Asthenes modesta,Furnariidae,Passeriformes,12,4,8,0,4,16,10.1,2.7,3.6,23,68.3,7.7,60.6,11.3,73.2,16.8,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-51.23,-10.54,-32.950000000000003,-68.634721740000003,2015310.78,Extant
Asthenes_ottonis,Asthenes ottonis,Furnariidae,Passeriformes,9,2,7,0,4,14,8.5,2.6,3.3,21.5,57.7,6.5,51.3,11.3,99.7,13,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Generalist,-14.31,-12.44,-13.45,-72.859374779999996,48172.58,Extant
Asthenes_patagonica,Asthenes patagonica,Furnariidae,Passeriformes,9,3,4,2,3,12.9,7.7,2.9,3.6,20.1,56.7,8.1,48.5,14.3,65.6,16.4,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,-48.41,-34.67,-41.05,-67.450531010000006,585684,Extant
Asthenes_pudibunda,Asthenes pudibunda,Furnariidae,Passeriformes,7,2,4,1,1,17.1,9.8,2.7,3.3,21.8,59.8,5.7,54.1,9.6,80.5,14.86,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Insessorial,-18.87,-7.92,-13.52,-74.467868659999993,89205.07,Extant
Asthenes_pyrrholeuca,Asthenes pyrrholeuca,Furnariidae,Passeriformes,12,3,8,1,5,13.8,8.4,2.5,3,19.6,59.6,10.4,48.5,17.9,80,13.2,Dunning,NA,NO,NA,NA,Shrubland,3,2,Carnivore,Invertivore,Insessorial,-52.5,-29.06,-40.58,-68.116672089999994,1342673.81,Extant
Asthenes_sclateri,Asthenes sclateri,Furnariidae,Passeriformes,11,4,7,0,4,14.7,9.8,3,3.6,24.3,71.2,10.9,60.8,15.2,91.5,25.9,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-31.67,-15.45,-22.11,-66.914381930000005,269901.52,Extant
Asthenes_steinbachi,Asthenes steinbachi,Furnariidae,Passeriformes,6,3,2,1,2,15.2,8.6,3.1,3.9,22.3,64.7,8.7,55.8,13.4,83.8,19.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-41.49,-22.06,-30.65,-67.502594909999999,273597.84000000003,Extant
Asthenes_urubambensis,Asthenes urubambensis,Furnariidae,Passeriformes,4,0,3,1,1,15.8,9.4,3,3.5,25.3,58.1,7.2,51,12.4,87,16,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Insessorial,-17.63,-7.57,-13.35,-71.350451000000007,63371.51,Extant
Asthenes_virgata,Asthenes virgata,Furnariidae,Passeriformes,7,0,7,0,2,17.1,9.7,3.2,4,24.6,66.3,5.5,60.8,8.3,89.3,22,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-14.31,-10.89,-12.61,-73.746941910000004,46703.35,Extant
Asthenes_wyatti,Asthenes wyatti,Furnariidae,Passeriformes,10,4,6,0,4,16.9,10.1,2.8,3.5,24.1,64.7,7.9,56.7,12.3,69,15.2,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-16.82,11.24,-9.7899999999999991,-73.502831650000005,176001.76,Extant
Automolus_infuscatus,Automolus infuscatus,Furnariidae,Passeriformes,35,8,18,9,8,23.4,14.4,4.7,6.5,22.5,90.6,17.8,73.3,19.5,73.8,32.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.34,8.27,-3.27,-62.059918320000001,5987976.21,Extant
Automolus_leucophthalmus,Automolus leucophthalmus,Furnariidae,Passeriformes,25,5,11,9,8,23.1,15.1,4.6,6.9,22.7,90.6,14.8,76.3,16.2,81.5,34.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.25,-6.54,-21.95,-48.831001559999997,1864527.71,Extant
