Sciname,Species3,Family3,Order3,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Pteroptochos_tarnii,Pteroptochos tarnii,Rhinocryptidae,Passeriformes,11,6,5,0,4,22.4,11.7,4.9,6.2,45.4,103.1,6.5,96.4,6.4,89.7,147,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-50.7,-37.159999999999997,-44.19,-72.724029849999994,275064.61,Extant
Rhinocrypta_lanceolata,Rhinocrypta lanceolata,Rhinocryptidae,Passeriformes,5,3,2,0,4,17.3,9.8,4.4,4.9,30.2,81.9,5.8,76.2,6.9,81.4,61.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-41.17,-18.670000000000002,-30.74,-64.417019100000005,1006274.62,Extant
Scelorchilus_albicollis,Scelorchilus albicollis,Rhinocryptidae,Passeriformes,4,2,2,0,4,20.8,12.7,4.9,5.8,35.4,75,3.8,71.2,5.1,78.5,47.28,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-35.229999999999997,-23.71,-29.33,-70.810874229999996,104257.55,Extant
Scelorchilus_rubecula,Scelorchilus rubecula,Rhinocryptidae,Passeriformes,5,2,3,0,4,17.7,10.2,3.7,5.1,36.2,70.3,3.8,66.3,5.4,65.8,56.69,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Terrestrial,-47.33,-33.51,-41.93,-72.260583150000002,271566.99,Extant
Scytalopus_acutirostris,Scytalopus acutirostris,Rhinocryptidae,Passeriformes,5,1,4,0,3,12.3,5.3,3.2,3.3,20.3,51.9,6,46.2,11.9,36.9,18.06,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-12.11,-5.66,-9.26,-76.382362299999997,32716.85,Extant
Scytalopus_affinis,Scytalopus affinis,Rhinocryptidae,Passeriformes,5,3,1,1,4,13.7,7.2,3,3,19,50.2,5.8,45.1,11.7,39.4,13.12,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-9.42,-6.09,-7.77,-78.148957440000004,15372.72,Extant
Scytalopus_altirostris,Scytalopus altirostris,Rhinocryptidae,Passeriformes,4,1,3,0,4,13.6,6.4,3.6,3.6,21.9,53.5,6.5,47,12.2,38,19.5,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.74,-5.93,-9.34,-76.392398740000004,33237.51,Extant
Scytalopus_argentifrons,Scytalopus argentifrons,Rhinocryptidae,Passeriformes,7,2,5,0,4,12.7,7.5,3,3.4,19.9,51.7,3.4,48,6.6,40.4,17,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,8.36,10.79,9.3699999999999992,-83.056971340000004,15549.46,Extant
Scytalopus_atratus,Scytalopus atratus,Rhinocryptidae,Passeriformes,5,2,2,1,4,15.3,7.4,3.4,3.9,23.3,55,4.4,50.8,8.2,43.9,25.74,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-11.52,10.45,0.13,-75.646532280000002,187476.08,Extant
Scytalopus_bolivianus,Scytalopus bolivianus,Rhinocryptidae,Passeriformes,9,4,5,0,4,13.4,6.9,3.3,4.1,22.4,52.8,6.6,46.6,12.4,36.4,20.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-19.82,-12.67,-15.52,-68.065545130000004,64274.239999999998,Extant
Scytalopus_canus,Scytalopus canus,Rhinocryptidae,Passeriformes,6,1,4,1,6,12.7,6.6,2.7,3.1,21.4,52.7,5.3,47.4,10.1,37.2,18.16,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Generalist,-5.77,7.2,-0.3,-77.940429480000006,72823.38,Extant
Scytalopus_caracae,Scytalopus caracae,Rhinocryptidae,Passeriformes,5,2,3,0,4,13.9,6.4,3.1,3.5,21.1,55.6,7.2,49.4,12.9,41.2,24,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,9.94,10.59,10.33,-66.489850020000006,5235.88,Extant
Scytalopus_chocoensis,Scytalopus chocoensis,Rhinocryptidae,Passeriformes,5,2,3,0,4,14.3,7.3,3.3,4.1,20.4,50,8.4,43.1,16.3,40.8,19.97,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.1,8.0399999999999991,3.25,-77.325248490000007,25911.279999999999,Extant
Scytalopus_femoralis,Scytalopus femoralis,Rhinocryptidae,Passeriformes,4,1,3,0,3,15.5,7.8,3.5,3.9,26.1,61.4,4.9,56,8.2,52.1,23.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-12.23,-5.21,-8.36,-76.692073649999998,83386.490000000005,Extant
Scytalopus_fuscus,Scytalopus fuscus,Rhinocryptidae,Passeriformes,4,2,2,0,4,12.4,7.2,2.6,3.3,19,51.5,4,47.5,7.7,39.2,13.7,Inferred,NA,YES,Body Mass,Scytalopus magellanicus,Forest,2,1,Carnivore,Invertivore,Terrestrial,-38.24,-26.74,-33.28,-71.333821200000003,115796.67,Extant
Scytalopus_griseicollis,Scytalopus griseicollis,Rhinocryptidae,Passeriformes,5,2,3,0,4,11.9,6.7,3.3,3.5,22.3,52.6,6.8,45.6,13,39.8,18.05,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,4.17,8.2100000000000009,5.65,-73.506753099999997,23912.05,Extant
Scytalopus_iraiensis,Scytalopus iraiensis,Rhinocryptidae,Passeriformes,2,1,1,0,2,10.9,5.6,2.9,2.9,19,48.5,3,45.5,6.2,40,12.4,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-32.270000000000003,-19.239999999999998,-27.53,-50.31053953,5149.75,Extant
Scytalopus_latebricola,Scytalopus latebricola,Rhinocryptidae,Passeriformes,5,2,3,0,4,14.8,8.5,3.4,4.1,23.4,58.2,5.7,53.1,9.6,40.7,18.1,Inferred,NA,YES,Body Mass,Scytalopus griseicollis,Forest,1,1,Carnivore,Invertivore,Terrestrial,10.07,11.23,10.77,-73.647390729999998,10255.870000000001,Extant
Scytalopus_latrans,Scytalopus latrans,Rhinocryptidae,Passeriformes,16,3,10,3,4,14.4,6.6,2.7,3.2,21.4,55.9,6.9,50.4,12.2,40.1,17.62,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-6.89,9.1300000000000008,1.87,-76.302741479999995,216427.84,Extant
Scytalopus_macropus,Scytalopus macropus,Rhinocryptidae,Passeriformes,5,1,4,0,4,17.7,8.7,3.9,4.4,29.9,71.3,5.6,66.2,7.8,52,37.09,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.76,-5.44,-8.67,-76.623968649999995,40202.47,Extant
Scytalopus_magellanicus,Scytalopus magellanicus,Rhinocryptidae,Passeriformes,11,5,6,0,4,12.8,6.6,2.8,3.2,19.3,48.1,4.3,43.1,9,34.4,13.67,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-55.05,-32.950000000000003,-44.82,-71.992344849999995,454183.19,Extant
Scytalopus_meridanus,Scytalopus meridanus,Rhinocryptidae,Passeriformes,6,2,4,0,5,12.5,6.6,2.9,3.3,21.3,52.5,3.9,48.9,7.5,36.3,20,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,7.9,9.8800000000000008,8.7100000000000009,-71.096937409999995,20695.73,Extant
Scytalopus_micropterus,Scytalopus micropterus,Rhinocryptidae,Passeriformes,13,5,5,3,7,16,8.4,3.6,4.4,23.7,60.7,4.1,57,6.8,51.2,29.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-5.53,6.07,0.12,-76.657662630000004,45400.68,Extant
Scytalopus_novacapitalis,Scytalopus novacapitalis,Rhinocryptidae,Passeriformes,4,1,3,0,1,11,6.9,3.3,3.8,17.7,51.5,5.5,46.5,10.6,48.3,18.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-20.62,-15.34,-17.8,-47.026628850000002,118540.07,Extant
Scytalopus_pachecoi,Scytalopus pachecoi,Rhinocryptidae,Passeriformes,4,2,2,0,4,11.7,5.9,2.8,3.2,18.2,46.4,3.2,43.1,7,39.8,15,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-32.020000000000003,-25.66,-28.47,-53.136698639999999,46604.22,Extant
Scytalopus_panamensis,Scytalopus panamensis,Rhinocryptidae,Passeriformes,5,2,3,0,3,14.1,7.7,3.3,4,20.5,54.8,5.3,50.2,9.7,44.4,23,Inferred,NA,YES,Body Mass,Scytalopus vicinior,Forest,1,1,Carnivore,Invertivore,Generalist,7.93,8.26,8.11,-77.268991630000002,233.7,Extant
Scytalopus_parkeri,Scytalopus parkeri,Rhinocryptidae,Passeriformes,10,5,5,0,4,15.3,7.2,3.1,3.6,23.3,60.2,4.4,56,7.2,44.9,21.26,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-4.87,-2.29,-3.68,-78.924527729999994,4245.47,Extant
Scytalopus_parvirostris,Scytalopus parvirostris,Rhinocryptidae,Passeriformes,15,3,4,8,7,14.3,6.6,3,3.7,23,57.2,6.2,51,10.9,43,17.75,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.899999999999999,-5.03,-12.53,-72.093344610000003,117281.58,Extant
Scytalopus_robbinsi,Scytalopus robbinsi,Rhinocryptidae,Passeriformes,2,0,2,0,2,14.9,8.7,3.5,4.2,22.1,57.1,2.7,54.4,4.8,42.9,19.34,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-3.75,6.77,4.41,-76.612225800000004,13282.26,Extant
Scytalopus_rodriguezi,Scytalopus rodriguezi,Rhinocryptidae,Passeriformes,5,2,3,0,5,14.3,8.5,3.4,3.9,21.3,54.8,5,49.8,9.2,43.3,21.6,Dunning,NA,NO,NA,NA,NA,1,1,Carnivore,Invertivore,Generalist,1.73,6.87,2.08,-76.054376419999997,1915.5,Extant
Scytalopus_sanctaemartae,Scytalopus sanctaemartae,Rhinocryptidae,Passeriformes,2,0,1,1,1,14.1,8.2,3.4,3.6,20.1,47,4.1,42.9,8.8,35.5,23.2,Inferred,NA,YES,Body Mass,Scytalopus femoralis,Forest,1,1,Carnivore,Invertivore,Terrestrial,10.4,11.16,10.86,-73.709249029999995,4525.0600000000004,Extant
Scytalopus_schulenbergi,Scytalopus schulenbergi,Rhinocryptidae,Passeriformes,6,2,3,1,4,12.8,6.6,2.9,3.4,22.6,53.1,4.4,48.7,8.3,33.3,16.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-17.66,-12.33,-14.93,-69.073254039999995,38231.31,Extant
Scytalopus_simonsi,Scytalopus simonsi,Rhinocryptidae,Passeriformes,5,0,5,0,3,13.7,6.8,3.1,3.2,20.6,52.6,4.9,48.2,9.2,37.2,16.62,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-17.61,-12.42,-15.15,-68.415818430000002,29912.19,Extant
Scytalopus_speluncae,Scytalopus speluncae,Rhinocryptidae,Passeriformes,14,6,6,2,7,11.1,6.3,2.9,3.1,19.4,50.1,5.3,45.1,10.7,41.6,13,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-29.74,-11.07,-24.42,-47.664176429999998,275295.08,Extant
Scytalopus_spillmanni,Scytalopus spillmanni,Rhinocryptidae,Passeriformes,7,0,2,5,3,14.7,8.8,3.4,4,23.8,58.9,3.9,55,6.7,44.1,23.54,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-2.94,7.09,2.4,-76.735097629999999,85564.21,Extant
Scytalopus_stilesi,Scytalopus stilesi,Rhinocryptidae,Passeriformes,5,3,2,0,5,14.9,8.3,3.6,4,22.8,58.4,4.7,53.7,8.1,45.9,22.1,Dunning,NA,NO,NA,NA,NA,1,1,Carnivore,Invertivore,Generalist,4.16,7.17,6.07,-75.34159683,8830.73,Extant
Scytalopus_superciliaris,Scytalopus superciliaris,Rhinocryptidae,Passeriformes,5,2,3,0,4,12.9,5.6,2.9,3.6,19.6,51.6,8.1,45.1,15.5,36.9,17.8,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Terrestrial,-29.7,-22.23,-26.09,-65.710302290000001,53108.46,Extant
Scytalopus_unicolor,Scytalopus unicolor,Rhinocryptidae,Passeriformes,3,1,1,1,2,12.4,6.9,2.9,3.2,21.3,52.5,5.5,48.2,10.3,43.5,17.62,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-8.01,-6.65,-7.35,-78.337247210000001,4947.67,Extant
Scytalopus_urubambae,Scytalopus urubambae,Rhinocryptidae,Passeriformes,1,1,0,0,1,12.9,5.8,2.5,3.1,19.3,52,2.7,49.3,5.2,34,13,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.6,-12.23,-13.2,-72.761838030000007,2500.77,Extant
Scytalopus_vicinior,Scytalopus vicinior,Rhinocryptidae,Passeriformes,4,0,4,0,4,13.6,7.4,3.5,4,22.4,56,7.4,48.5,13.2,41.8,23.04,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-0.88,5.07,2.12,-77.594514219999994,16812.48,Extant
Scytalopus_zimmeri,Scytalopus zimmeri,Rhinocryptidae,Passeriformes,2,0,2,0,2,11.5,6.2,2.5,3.5,19.9,51.4,5,46.4,9.8,32.9,15.9,Dunning,NA,NO,NA,NA,Rock,3,1,Omnivore,Invertivore,Generalist,-25.38,-18.8,-21.89,-64.998920519999999,53350.14,Extant
Teledromas_fuscus,Teledromas fuscus,Rhinocryptidae,Passeriformes,4,0,4,0,3,14.1,7.6,3.7,4.9,29.9,76.4,6.9,68.5,9,72.1,37.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-41.48,-24.82,-34.24,-67.389690740000006,521735.99,Extant
Batara_cinerea,Batara cinerea,Thamnophilidae,Passeriformes,8,4,4,0,4,38.7,22.7,8.1,13.1,47,119.8,8.2,113.2,6.6,165.6,131,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-30.3,-17.12,-25.61,-51.600123259999997,600001.37,Extant
Biatas_nigropectus,Biatas nigropectus,Thamnophilidae,Passeriformes,10,2,7,1,4,20.8,11.8,5.7,6.5,24.3,74.8,7.3,68.2,9.9,76.6,25.5,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.14,-19.61,-24.14,-47.417420010000001,23893.22,Extant
Cercomacra_brasiliana,Cercomacra brasiliana,Thamnophilidae,Passeriformes,7,2,4,1,4,16.5,9.4,4.5,4.3,20.5,59.8,5.5,54.3,9.2,71.4,12,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-22.94,-13.01,-18.5,-41.488779270000002,129178.51,Extant
Cercomacra_carbonaria,Cercomacra carbonaria,Thamnophilidae,Passeriformes,11,1,10,0,6,17,10.8,4.8,4.4,23.8,65.4,6,59.5,9.2,70.3,14.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-1.29,3.73,1.59,-61.153907629999999,17194.189999999999,Extant
Cercomacra_cinerascens,Cercomacra cinerascens,Thamnophilidae,Passeriformes,13,6,7,0,8,19.4,11.3,5,4.6,20,62.8,5.4,58.2,8.6,66.1,14.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.97,8.36,-4.0599999999999996,-62.410265160000002,6701397,Extant
Cercomacra_ferdinandi,Cercomacra ferdinandi,Thamnophilidae,Passeriformes,12,3,8,1,8,16.3,10.8,4.8,4.7,21.9,68.5,6.3,62.2,9.2,71.8,15,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,-13.06,-5.18,-9.8699999999999992,-49.710520029999998,31828.1,Extant
Cercomacra_laeta,Cercomacra laeta,Thamnophilidae,Passeriformes,14,8,6,0,4,17.1,10.1,4.4,4.5,21.8,59,4.5,54.1,7.6,54,15.96,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.4,2.5099999999999998,-1.51,-52.692252600000003,393677.48,Extant
Cercomacra_manu,Cercomacra manu,Thamnophilidae,Passeriformes,4,1,3,0,4,20.2,10.9,5.1,4.8,23.1,70.5,6.4,64,9.2,71.5,18.08,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.96,-4.71,-10.08,-65.354417089999998,484743.72,Extant
Cercomacra_melanaria,Cercomacra melanaria,Thamnophilidae,Passeriformes,10,3,6,1,4,18.6,10.6,4.5,4.3,26,70.2,6,64.4,8.5,76.2,19,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,-21.15,-13.09,-16.87,-60.146048,442324.16,Extant
Cercomacra_nigrescens,Cercomacra nigrescens,Thamnophilidae,Passeriformes,32,16,16,0,8,18.6,10.9,4.7,4.6,23.8,64.7,5.1,60.3,7.8,65.8,16.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.989999999999998,6,-7.88,-62.462105219999998,3874935.45,Extant
Cercomacra_nigricans,Cercomacra nigricans,Thamnophilidae,Passeriformes,11,4,7,0,4,18.5,10.8,4.8,4.6,23,65.4,6.6,59.4,10.1,66.4,16.56,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.82,11.36,6.86,-73.094396639999999,546994.42000000004,Extant
Cercomacra_parkeri,Cercomacra parkeri,Thamnophilidae,Passeriformes,10,4,5,1,6,17.8,10.5,4.5,4.4,22.8,63.2,6.4,58,10.1,65.2,17.2,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,3.2,8.33,5.42,-75.19154752,60670.31,Extant
Cercomacra_serva,Cercomacra serva,Thamnophilidae,Passeriformes,9,4,5,0,3,17.9,10.2,4.5,4.5,22.4,63.9,7.9,56,12.3,58.2,17,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.62,1.6,-6.76,-72.018044919999994,1344617.26,Extant
Cercomacra_tyrannina,Cercomacra tyrannina,Thamnophilidae,Passeriformes,39,12,27,0,10,18.2,10.6,4.9,4.5,22.4,62.7,5.6,56,9.3,60.4,16.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.0199999999999996,18.52,4.18,-66.681235580000006,3170819.2,Extant
Clytoctantes_alixii,Clytoctantes alixii,Thamnophilidae,Passeriformes,7,3,3,1,4,24.1,15.3,4.3,9.1,21.2,74,9.3,66.7,12.6,58.9,32.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,5.76,10.41,7.28,-73.657187370000003,1716.45,Extant
Clytoctantes_atrogularis,Clytoctantes atrogularis,Thamnophilidae,Passeriformes,7,3,4,0,3,22.2,14.7,5,9.5,21.9,77.4,8.2,71.8,10.4,62.8,31,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.27,-6.8,-8.59,-60.428757650000001,35946.660000000003,Extant
Cymbilaimus_lineatus,Cymbilaimus lineatus,Thamnophilidae,Passeriformes,9,3,6,0,4,24.7,14.6,8.5,8.9,25.8,75.8,7.7,68.9,10.1,71.5,35.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.16,15.88,-3.45,-63.493474239999998,6643566.1600000001,Extant
Cymbilaimus_sanctaemariae,Cymbilaimus sanctaemariae,Thamnophilidae,Passeriformes,10,4,6,0,4,23.4,13.4,7.1,7.6,24.9,70.9,7.8,65.1,11,64.8,28.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.08,-8.0399999999999991,-10.6,-68.13818096,494689.32,Extant
Dichrozona_cincta,Dichrozona cincta,Thamnophilidae,Passeriformes,10,5,4,1,4,17.8,10.7,3.5,3.6,20.9,59.4,6.8,52.8,11.4,26.4,16,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-15.9,3.38,-5.3,-66.848742310000006,3112856.94,Extant
Drymophila_caudata,Drymophila caudata,Thamnophilidae,Passeriformes,20,10,10,0,4,18.6,8.8,4.3,3.8,19.7,52.9,5.4,47.5,10.1,74,11.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.05,11.15,-0.52,-74.033792640000001,273193.49,Extant
Drymophila_devillei,Drymophila devillei,Thamnophilidae,Passeriformes,15,5,10,0,4,13.8,8.5,4.1,3.8,18.7,51.2,6.4,45.5,12.2,63.9,10.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.93,2.78,-9.34,-63.233743400000002,2101473.5499999998,Extant
Drymophila_ferruginea,Drymophila ferruginea,Thamnophilidae,Passeriformes,10,4,5,1,4,15.9,9,4.2,4,18.5,53,4,48.7,7.5,61.8,10.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.97,-13.55,-21.15,-44.820735200000001,506171.48,Extant
Drymophila_genei,Drymophila genei,Thamnophilidae,Passeriformes,8,4,4,0,4,14.8,8.4,3.3,3.2,20.7,54.5,6.7,49.4,11.7,66.4,11.4,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.69,-19.62,-21.59,-43.1519032,24959.279999999999,Extant
Drymophila_malura,Drymophila malura,Thamnophilidae,Passeriformes,8,0,6,2,3,14.9,8.2,3.3,3.4,22.1,55.4,6,50.4,10.7,76.7,13,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-30.44,-19.45,-25.09,-49.955089129999998,769759.91,Extant
Drymophila_ochropyga,Drymophila ochropyga,Thamnophilidae,Passeriformes,10,6,4,0,4,16.1,9.2,3.6,3.5,20.3,53,4.8,49.2,8.8,58.9,10.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-28.06,-11.82,-21.9,-45.833465080000003,359922.99,Extant
Drymophila_rubricollis,Drymophila rubricollis,Thamnophilidae,Passeriformes,6,3,3,0,2,14.7,8.5,3.9,3.7,19.2,52.8,4.9,48.8,9.2,66.1,10,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.96,-21.92,-24.97,-51.679677069999997,329402.94,Extant
Drymophila_squamata,Drymophila squamata,Thamnophilidae,Passeriformes,9,4,5,0,4,16,9.6,3.9,3.5,19.6,53.5,6.6,48,12,51.5,10.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.22,-8.66,-19.36,-42.142947650000004,340038.68,Extant
Dysithamnus_leucostictus,Dysithamnus leucostictus,Thamnophilidae,Passeriformes,8,5,3,0,4,17,10.4,4.8,4.9,19.9,69.3,8.1,61.5,11.7,47.6,20.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.21,11.33,1.84,-74.581343000000004,52236.9,Extant
Dysithamnus_mentalis,Dysithamnus mentalis,Thamnophilidae,Passeriformes,66,18,43,5,9,15.8,9.2,4.2,4.6,19,59.8,6.7,54,11.1,42.6,14.87,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.77,18.190000000000001,-11.55,-56.534036280000002,4153057.29,Extant
Dysithamnus_occidentalis,Dysithamnus occidentalis,Thamnophilidae,Passeriformes,17,6,10,1,4,18.6,10.4,5.1,5.6,23.5,69.1,7.7,64.9,10.8,56.4,26.4,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.85,5.21,1.46,-77.213291850000005,16007.91,Extant
Dysithamnus_plumbeus,Dysithamnus plumbeus,Thamnophilidae,Passeriformes,8,3,3,2,4,18,10.8,4.4,4.9,22.3,70.7,10.1,61.6,14.6,44.9,20.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-21.93,-13.67,-17.27,-40.518834030000001,42463.62,Extant
Dysithamnus_puncticeps,Dysithamnus puncticeps,Thamnophilidae,Passeriformes,9,6,3,0,4,18,10.6,4.9,5.1,20.3,57.8,8.2,51.1,13.8,37.1,14.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.81,9.75,4.96,-78.129977330000003,127823.89,Extant
Dysithamnus_stictothorax,Dysithamnus stictothorax,Thamnophilidae,Passeriformes,8,4,4,0,4,18.4,10.3,4.8,5.2,20.5,59.4,5,55.1,8.1,44.1,15.5,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.11,-14.25,-22.36,-45.839010729999998,415220.51,Extant
Dysithamnus_striaticeps,Dysithamnus striaticeps,Thamnophilidae,Passeriformes,9,4,5,0,4,16.8,10.3,5.1,5,19.4,58.5,9.9,49.9,16.7,31.8,12,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,9.58,15.99,12.92,-84.445971229999998,88175.27,Extant
Dysithamnus_xanthopterus,Dysithamnus xanthopterus,Thamnophilidae,Passeriformes,8,2,6,0,4,17.2,9.8,4.3,4.8,21.2,61.9,7.6,55.3,12.1,52.7,16,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.8,-21.95,-23.81,-46.487537779999997,44440.17,Extant
Epinecrophylla_erythrura,Epinecrophylla erythrura,Thamnophilidae,Passeriformes,9,5,4,0,4,17.3,8.9,3.8,3.9,15.7,53.3,7.5,46.6,13.5,43.8,11.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.26,3.19,-3.92,-71.944124759999994,1668234.16,Extant
Epinecrophylla_fjeldsaai,Epinecrophylla fjeldsaai,Thamnophilidae,Passeriformes,5,2,3,0,4,14.6,9,3.7,4,15.4,50.4,7.4,43.3,14.8,40.4,9.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.47,-0.42,-2.37,-75.775377059999997,102544.09,Extant
Epinecrophylla_fulviventris,Epinecrophylla fulviventris,Thamnophilidae,Passeriformes,27,12,15,0,11,15,9.7,4.1,4.4,16.5,50.9,5.9,44.9,11.5,33.2,10.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.61,15.88,7.84,-79.815716609999996,281139.81,Extant
