"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","unique_id","Best_match_overall_score","Best_match_highertaxa"
"98","Quercus velutina Lam.","1","288831","Quercus velutina","1","species","Lam.","Lam.","1","Lam.","Fagaceae","Quercus","Quercus","1","velutina","velutina","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296899-1","","Y","Accepted","Quercus velutina","Quercus velutina","Lam.","288831","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296899-1","","Fagaceae",1,"1","wcvp","","98",true,true
"99","Gaylussacia baccata (Wangenh.) K. Koch","1","688151","Gaylussacia baccata","1","species","(Wangenh.) K. Koch","(Wangenh.) K.Koch","1","(Wangenh.) K.Koch","Ericaceae","Gaylussacia","Gaylussacia","1","baccata","baccata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:858401-1","","Y","Accepted","Gaylussacia baccata","Gaylussacia baccata","(Wangenh.) K.Koch","688151","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:858401-1","","Ericaceae",1,"1","wcvp","","99",true,true
"100","Quercus alba L.","1","284468","Quercus alba","1","species","L.","L.","1","L.","Fagaceae","Quercus","Quercus","1","alba","alba","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295763-1","","Y","Accepted","Quercus alba","Quercus alba","L.","284468","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295763-1","","Fagaceae",1,"1","wcvp","","100",true,true
"101","Kalmia angustifolia L.","1","351015","Kalmia angustifolia","1","species","L.","L.","1","L.","Ericaceae","Kalmia","Kalmia","1","angustifolia","angustifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:133210-2","","Y","Accepted","Kalmia angustifolia","Kalmia angustifolia","L.","351015","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:133210-2","","Ericaceae",1,"1","wcvp","","101",true,true
"102","Lycopodium hickeyi W.H. Wagner  Beitel & Moran","0.96762","1657184","Lycopodium hickeyi","1","species","W.H. Wagner Beitel & Moran","W.H.Wagner, Beitel & R.C.Moran","0.8381","W.H.Wagner, Beitel & R.C.Moran","Lycopodiaceae","Lycopodium","Lycopodium","1","hickeyi","hickeyi","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1053803-2","","Y","Accepted","Lycopodium hickeyi","Lycopodium hickeyi","W.H.Wagner, Beitel & R.C.Moran","1657184","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1053803-2","","Lycopodiaceae",1,"1","wcvp","","102",true,true
"103","Cornus amomum Mill.","1","916179","Cornus amomum","1","species","Mill.","Mill.","1","Mill.","Cornaceae","Cornus","Cornus","1","amomum","amomum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66085-2","","Y","Accepted","Cornus amomum","Cornus amomum","Mill.","916179","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66085-2","","Cornaceae",1,"1","wcvp","","103",true,true
"104","Lycopodium clavatum L.","1","1092810","Lycopodium clavatum","1","species","L.","L.","1","L.","Lycopodiaceae","Lycopodium","Lycopodium","1","clavatum","clavatum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304307-2","","Y","Accepted","Lycopodium clavatum","Lycopodium clavatum","L.","1092810","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304307-2","","Lycopodiaceae",1,"1","wcvp","","104",true,true
"105","Rubus allegheniensis Porter","1","1001792","Rubus allegheniensis","1","species","Porter","Porter","1","Porter","Rosaceae","Rubus","Rubus","1","allegheniensis","allegheniensis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298725-2","","Y","Accepted","Rubus allegheniensis","Rubus allegheniensis","Porter","1001792","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298725-2","","Rosaceae",1,"1","wcvp","","105",true,true
"106","Corylus americana Walter","1","916840","Corylus americana","1","species","Walter","Walter","1","Walter","Betulaceae","Corylus","Corylus","1","americana","americana","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295439-1","","Y","Accepted","Corylus americana","Corylus americana","Walter","916840","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295439-1","","Betulaceae",1,"1","wcvp","","106",true,true
"107","Epigaea repens L.","1","661220","Epigaea repens","1","species","L.","L.","1","L.","Ericaceae","Epigaea","Epigaea","1","repens","repens","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:276605-2","","Y","Accepted","Epigaea repens","Epigaea repens","L.","661220","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:276605-2","","Ericaceae",1,"1","wcvp","","107",true,true
"108","Castanea dentata (Marshall) Borkh.","1","1661406","Castanea dentata","1","species","(Marshall) Borkh.","(Marshall) Borkh.","1","(Marshall) Borkh.","Fagaceae","Castanea","Castanea","1","dentata","dentata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295320-1","","Y","Accepted","Castanea dentata","Castanea dentata","(Marshall) Borkh.","1661406","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295320-1","","Fagaceae",1,"1","wcvp","","108",true,true
"109","Lycopodium obscurum L.","1","1092815","Lycopodium obscurum","1","species","L.","L.","1","L.","Lycopodiaceae","Lycopodium","Lycopodium","1","obscurum","obscurum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147497-2","","Y","Accepted","Lycopodium obscurum","Lycopodium obscurum","L.","1092815","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147497-2","","Lycopodiaceae",1,"1","wcvp","","109",true,true
"110","Amelanchier stolonifera Wiegand","1","999827","Amelanchier stolonifera","1","species","Wiegand","Wiegand","1","Wiegand","Rosaceae","Amelanchier","Amelanchier","1","stolonifera","stolonifera","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11250-2","","Y","Accepted","Amelanchier stolonifera","Amelanchier stolonifera","Wiegand","999827","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11250-2","","Rosaceae",1,"1","wcvp","","110",true,true
"111","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","1","1101994","Pteridium aquilinum var. latiusculum","1","variety","(Desv.) Underw. ex A. Heller","(Desv.) Underw. ex A.Heller","1","(Desv.) Underw. ex A.Heller","Dennstaedtiaceae","Pteridium","Pteridium","1","aquilinum","aquilinum","1","","","","var.","latiusculum","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:213792-2","","Y","Synonym","Pteridium latiusculum","Pteridium latiusculum","(Desv.) Hieron.","1651050","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:213801-2","","Dennstaedtiaceae",1,"1","wcvp","","111",true,true
"112","Melampyrum lineare Desr.","0.8345","1515707","Melampyrum lineare","1","species","Desr.","Lam.","0.1725","Lam.","Orobanchaceae","Melampyrum","Melampyrum","1","lineare","lineare","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805695-1","","Y","Accepted","Melampyrum lineare","Melampyrum lineare","Lam.","1515707","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805695-1","","Orobanchaceae",1,"1","wcvp","","112",true,true
"113","Cypripedium acaule Aiton","1","926651","Cypripedium acaule","1","species","Aiton","Aiton","1","Aiton","Orchidaceae","Cypripedium","Cypripedium","1","acaule","acaule","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75333-2","","Y","Accepted","Cypripedium acaule","Cypripedium acaule","Aiton","926651","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75333-2","","Orchidaceae",1,"1","wcvp","","113",true,true
"114","Solidago rugosa Mill.","1","28296","Solidago rugosa","1","species","Mill.","Mill.","1","Mill.","Asteraceae","Solidago","Solidago","1","rugosa","rugosa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249846-1","","Y","Accepted","Solidago rugosa","Solidago rugosa","Mill.","28296","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249846-1","","Asteraceae",1,"1","wcvp","","114",true,true
"115","Lycopus virginicus L.","1","226651","Lycopus virginicus","1","species","L.","L.","1","L.","Lamiaceae","Lycopus","Lycopus","1","virginicus","virginicus","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:449692-1","","Y","Accepted","Lycopus virginicus","Lycopus virginicus","L.","226651","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:449692-1","","Lamiaceae",1,"1","wcvp","","115",true,true
"116","Epilobium ciliatum Raf.","1","661518","Epilobium ciliatum","1","species","Raf.","Raf.","1","Raf.","Onagraceae","Epilobium","Epilobium","1","ciliatum","ciliatum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:611725-1","","Y","Accepted","Epilobium ciliatum","Epilobium ciliatum","Raf.","661518","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:611725-1","","Onagraceae",1,"1","wcvp","","116",true,true
"117","Lycopodium digitatum Dill. ex A. Braun","1","1094452","Lycopodium digitatum","1","species","Dill. ex A. Braun","Dill. ex A.Braun","1","Dill. ex A.Braun","Lycopodiaceae","Lycopodium","Lycopodium","1","digitatum","digitatum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320265-2","","Y","Accepted","Lycopodium digitatum","Lycopodium digitatum","Dill. ex A.Braun","1094452","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320265-2","","Lycopodiaceae",1,"1","wcvp","","117",true,true
"118","Symplocarpus foetidus (L.) Salisb. ex W.P.C. Barton","1","312890","Symplocarpus foetidus","1","species","(L.) Salisb. ex W.P.C. Barton","(L.) Salisb. ex W.P.C.Barton","1","(L.) Salisb. ex W.P.C.Barton","Araceae","Symplocarpus","Symplocarpus","1","foetidus","foetidus","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1149384-2","","Y","Accepted","Symplocarpus foetidus","Symplocarpus foetidus","(L.) Salisb. ex W.P.C.Barton","312890","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1149384-2","","Araceae",1,"1","wcvp","","118",true,true
"119","Lindera benzoin (L.) Blume","1","1057523","Lindera benzoin","1","species","(L.) Blume","(L.) Blume","1","(L.) Blume","Lauraceae","Lindera","Lindera","1","benzoin","benzoin","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:140503-2","","Y","Accepted","Lindera benzoin","Lindera benzoin","(L.) Blume","1057523","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:140503-2","","Lauraceae",1,"1","wcvp","","119",true,true
"120","Dichanthelium boreale (Nash) Freckmann","1","855111","Dichanthelium boreale","1","species","(Nash) Freckmann","(Nash) Freckmann","1","(Nash) Freckmann","Poaceae","Dichanthelium","Dichanthelium","1","boreale","boreale","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79341-2","","Y","Accepted","Dichanthelium boreale","Dichanthelium boreale","(Nash) Freckmann","855111","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79341-2","","Poaceae",1,"1","wcvp","","120",true,true
"121","Prunus serotina Ehrh.","1","986919","Prunus serotina","1","species","Ehrh.","Ehrh.","1","Ehrh.","Rosaceae","Prunus","Prunus","1","serotina","serotina","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:730262-1","","Y","Accepted","Prunus serotina","Prunus serotina","Ehrh.","986919","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:730262-1","","Rosaceae",1,"1","wcvp","","121",true,true
"122","Trillium undulatum Willd.","1","741601","Trillium undulatum","1","species","Willd.","Willd.","1","Willd.","Melanthiaceae","Trillium","Trillium","1","undulatum","undulatum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328444-2","","Y","Accepted","Trillium undulatum","Trillium undulatum","Willd.","741601","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328444-2","","Melanthiaceae",1,"1","wcvp","","122",true,true
"123","Kalmia latifolia L.","1","350998","Kalmia latifolia","1","species","L.","L.","1","L.","Ericaceae","Kalmia","Kalmia","1","latifolia","latifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:279164-2","","Y","Accepted","Kalmia latifolia","Kalmia latifolia","L.","350998","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:279164-2","","Ericaceae",1,"1","wcvp","","123",true,true
"124","Carex debilis Michx.","1","340815","Carex debilis","1","species","Michx.","Michx.","1","Michx.","Cyperaceae","Carex","Carex","1","debilis","debilis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30038408-2","","Y","Accepted","Carex debilis","Carex debilis","Michx.","340815","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30038408-2","","Cyperaceae",1,"1","wcvp","","124",true,true
"125","Sorbus americana Marshall","1","1005249","Sorbus americana","1","species","Marshall","Marshall","1","Marshall","Rosaceae","Sorbus","Sorbus","1","americana","americana","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:240773-2","","Y","Accepted","Sorbus americana","Sorbus americana","Marshall","1005249","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:240773-2","","Rosaceae",1,"1","wcvp","","125",true,true
"126","Polygala paucifolia Willd.","1","1085821","Polygala paucifolia","1","species","Willd.","Willd.","1","Willd.","Polygalaceae","Polygala","Polygala","1","paucifolia","paucifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:205729-2","","Y","Synonym","Polygaloides paucifolia","Polygaloides paucifolia","(Willd.) J.R.Abbott","1029238","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456675-2","","Polygalaceae",1,"1","wcvp","","126",true,true
"127","Carex lucorum Willd. ex Link","0.92374","343399","Carex lucorum","1","species","Willd. ex Link","Willd.","0.6187","Willd.","Cyperaceae","Carex","Carex","1","lucorum","lucorum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300772-1","","Y","Accepted","Carex lucorum","Carex lucorum","Willd.","343399","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300772-1","","Cyperaceae",1,"1","wcvp","","127",true,true
"128","Betula populifolia Marshall","1","330751","Betula populifolia","1","species","Marshall","Marshall","1","Marshall","Betulaceae","Betula","Betula","1","populifolia","populifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:107861-1","","Y","Accepted","Betula populifolia","Betula populifolia","Marshall","330751","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:107861-1","","Betulaceae",1,"1","wcvp","","128",true,true
"129","Cardamine pensylvanica Muhl. ex Willd.","1","580447","Cardamine pensylvanica","1","species","Muhl. ex Willd.","Muhl. ex Willd.","1","Muhl. ex Willd.","Brassicaceae","Cardamine","Cardamine","1","pensylvanica","pensylvanica","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280567-1","","Y","Accepted","Cardamine pensylvanica","Cardamine pensylvanica","Muhl. ex Willd.","580447","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280567-1","","Brassicaceae",1,"1","wcvp","","129",true,true
"130","Ilex mucronata (L.) Powell  Savolainen & Andrews","0.94572","1267313","Ilex mucronata","1","species","(L.) Powell Savolainen & Andrews","(L.) M.Powell, Savol. & S.Andrews","0.7286","(L.) M.Powell, Savol. & S.Andrews","Aquifoliaceae","Ilex","Ilex","1","mucronata","mucronata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1170537-2","","Y","Accepted","Ilex mucronata","Ilex mucronata","(L.) M.Powell, Savol. & S.Andrews","1267313","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1170537-2","","Aquifoliaceae",1,"1","wcvp","","130",true,true
"131","Polygonum arifolium L.","1","1086592","Polygonum arifolium","1","species","L.","L.","1","L.","Polygonaceae","Polygonum","Polygonum","1","arifolium","arifolium","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:206079-2","","Y","Synonym","Persicaria arifolia","Persicaria arifolia","(L.) Haraldson","1218823","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:694912-1","","Polygonaceae",1,"1","wcvp","","131",true,true
"132","Panax trifolius L.","1","258781","Panax trifolius","1","species","L.","L.","1","L.","Araliaceae","Panax","Panax","1","trifolius","trifolius","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:281988-2","","Y","Accepted","Panax trifolius","Panax trifolius","L.","258781","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:281988-2","","Araliaceae",1,"1","wcvp","","132",true,true
"133","Viola labradorica Schrank","1","1129538","Viola labradorica","1","species","Schrank","Schrank","1","Schrank","Violaceae","Viola","Viola","1","labradorica","labradorica","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:868477-1","","Y","Accepted","Viola labradorica","Viola labradorica","Schrank","1129538","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:868477-1","","Violaceae",1,"1","wcvp","","133",true,true
"134","Prenanthes sp.","0.9","1413452","Prenanthes","1","genus","","","","L.","Asteraceae","Prenanthes","Prenanthes","1","","","","","","","","","","","","","","sp.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10671-1","","Y","Accepted","Prenanthes","","L.","1413452","genus","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10671-1","","Asteraceae",1,"1","wcvp","","134",true,true
"135","Solidago canadensis L.","1","60237","Solidago canadensis","1","species","L.","L.","1","L.","Asteraceae","Solidago","Solidago","1","canadensis","canadensis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249454-1","","Y","Accepted","Solidago canadensis","Solidago canadensis","L.","60237","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249454-1","","Asteraceae",1,"1","wcvp","","135",true,true
"136","Tiarella cordifolia L. var. cordifolia","0.59957384396743","453245","Tiarella cordifolia","0.59957384396743","species","","","","L.","Saxifragaceae","Tiarella","Tiarella","1","cordifolia","cordifolia","1","","","","","","","","","","","var. cordifolia","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30175905-2","","Y","Accepted","Tiarella cordifolia","Tiarella cordifolia","L.","453245","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30175905-2","","Saxifragaceae",1,"1","wcvp","[Partial]","136",true,true
"137","Maianthemum trifolium (L.) Sloboda","1","683030","Maianthemum trifolium","1","species","(L.) Sloboda","(L.) Sloboda","1","(L.) Sloboda","Asparagaceae","Maianthemum","Maianthemum","1","trifolium","trifolium","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:538040-1","","Y","Accepted","Maianthemum trifolium","Maianthemum trifolium","(L.) Sloboda","683030","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:538040-1","","Asparagaceae",1,"1","wcvp","","137",true,true
"138","Picea rubens Sarg.","1","476484","Picea rubens","1","species","Sarg.","Sarg.","1","Sarg.","Pinaceae","Picea","Picea","1","rubens","rubens","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:195909-2","","Y","Accepted","Picea rubens","Picea rubens","Sarg.","476484","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:195909-2","","Pinaceae",1,"1","wcvp","","138",true,true
"139","Amphicarpaea bracteata (L.) Fernald","1","167467","Amphicarpaea bracteata","1","species","(L.) Fernald","(L.) Fernald","1","(L.) Fernald","Fabaceae","Amphicarpaea","Amphicarpaea","1","bracteata","bracteata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11520-2","","Y","Accepted","Amphicarpaea bracteata","Amphicarpaea bracteata","(L.) Fernald","167467","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11520-2","","Fabaceae",1,"1","wcvp","","139",true,true
"140","Poa alsodes A. Gray","1","883167","Poa alsodes","1","species","A. Gray","A.Gray","1","A.Gray","Poaceae","Poa","Poa","1","alsodes","alsodes","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:416462-1","","Y","Accepted","Poa alsodes","Poa alsodes","A.Gray","883167","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:416462-1","","Poaceae",1,"1","wcvp","","140",true,true
"141","Clintonia borealis (Aiton) Raf.","1","755731","Clintonia borealis","1","species","(Aiton) Raf.","(Aiton) Raf.","1","(Aiton) Raf.","Liliaceae","Clintonia","Clintonia","1","borealis","borealis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30082120-2","","Y","Accepted","Clintonia borealis","Clintonia borealis","(Aiton) Raf.","755731","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30082120-2","","Liliaceae",1,"1","wcvp","","141",true,true
"142","Pinus resinosa Aiton","1","475678","Pinus resinosa","1","species","Aiton","Aiton","1","Aiton","Pinaceae","Pinus","Pinus","1","resinosa","resinosa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263261-1","","Y","Accepted","Pinus resinosa","Pinus resinosa","Aiton","475678","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263261-1","","Pinaceae",1,"1","wcvp","","142",true,true
"143","Veronica officinalis L. var. officinalis","0.59957384396743","420292","Veronica officinalis","0.59957384396743","species","","","","L.","Plantaginaceae","Veronica","Veronica","1","officinalis","officinalis","1","","","","","","","","","","","var. officinalis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:812402-1","","Y","Accepted","Veronica officinalis","Veronica officinalis","L.","420292","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:812402-1","","Plantaginaceae",1,"1","wcvp","[Partial]","143",true,true
"144","Berberis thunbergii DC.","1","557260","Berberis thunbergii","1","species","DC.","DC.","1","DC.","Berberidaceae","Berberis","Berberis","1","thunbergii","thunbergii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:107136-1","","Y","Accepted","Berberis thunbergii","Berberis thunbergii","DC.","557260","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:107136-1","","Berberidaceae",1,"1","wcvp","","144",true,true
"145","Oryzopsis asperifolia Michx.","1","874195","Oryzopsis asperifolia","1","species","Michx.","Michx.","1","Michx.","Poaceae","Oryzopsis","Oryzopsis","1","asperifolia","asperifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325232-2","","Y","Accepted","Oryzopsis asperifolia","Oryzopsis asperifolia","Michx.","874195","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325232-2","","Poaceae",1,"1","wcvp","","145",true,true
"146","Polygonatum pubescens (Willd.) Pursh","1","708368","Polygonatum pubescens","1","species","(Willd.) Pursh","(Willd.) Pursh","1","(Willd.) Pursh","Asparagaceae","Polygonatum","Polygonatum","1","pubescens","pubescens","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540213-1","","Y","Accepted","Polygonatum pubescens","Polygonatum pubescens","(Willd.) Pursh","708368","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540213-1","","Asparagaceae",1,"1","wcvp","","146",true,true
"147","Dichanthelium clandestinum (L.) Gould","1","855120","Dichanthelium clandestinum","1","species","(L.) Gould","(L.) Gould","1","(L.) Gould","Poaceae","Dichanthelium","Dichanthelium","1","clandestinum","clandestinum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79344-2","","Y","Accepted","Dichanthelium clandestinum","Dichanthelium clandestinum","(L.) Gould","855120","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79344-2","","Poaceae",1,"1","wcvp","","147",true,true
"148","Lysimachia punctata L.","1","436481","Lysimachia punctata","1","species","L.","L.","1","L.","Primulaceae","Lysimachia","Lysimachia","1","punctata","punctata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:701308-1","","Y","Accepted","Lysimachia punctata","Lysimachia punctata","L.","436481","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:701308-1","","Primulaceae",1,"1","wcvp","","148",true,true
"149","Carex swanii (Fernald) Mack.","1","346676","Carex swanii","1","species","(Fernald) Mack.","(Fernald) Mack.","1","(Fernald) Mack.","Cyperaceae","Carex","Carex","1","swanii","swanii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47246-2","","Y","Accepted","Carex swanii","Carex swanii","(Fernald) Mack.","346676","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47246-2","","Cyperaceae",1,"1","wcvp","","149",true,true
"150","Deparia acrostichoides (Sw.) M. Kato","1","1099788","Deparia acrostichoides","1","species","(Sw.) M. Kato","(Sw.) M.Kato","1","(Sw.) M.Kato","Aspleniaceae","Deparia","Deparia","1","acrostichoides","acrostichoides","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77978-2","","Y","Accepted","Deparia acrostichoides","Deparia acrostichoides","(Sw.) M.Kato","1099788","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77978-2","","Aspleniaceae",1,"1","wcvp","","150",true,true
