"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","Best_match_overall_score","Best_match_highertaxa","unique_id"
"114","Streptopus lanceolatus (Aiton) Reveal","1","731968","Streptopus lanceolatus","1","species","(Aiton) Reveal","(Aiton) Reveal","1","(Aiton) Reveal","Liliaceae","Streptopus","Streptopus","1","lanceolatus","lanceolatus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000739862","","Y","Accepted","Streptopus lanceolatus","Streptopus lanceolatus","(Aiton) Reveal","731968","species","https://www.worldfloraonline.org/taxon/wfo-0000739862","","Liliaceae","1","1","wfo","",true,true,155
"115","Solidago rugosa Mill.","1","28296","Solidago rugosa","1","species","Mill.","Mill.","1","Mill.","Asteraceae","Solidago","Solidago","1","rugosa","rugosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000027996","","Y","Accepted","Solidago rugosa","Solidago rugosa","Mill.","28296","species","https://www.worldfloraonline.org/taxon/wfo-0000027996","","Asteraceae","1","1","wfo","",true,true,156
"116","Viola spp.","0.9","1419672","Viola","1","genus","","","","L.","Violaceae","Viola","Viola","1","","","","","","","","","","","","","","spp.","https://www.worldfloraonline.org/taxon/wfo-4000040312","","Y","Accepted","Viola","","L.","1419672","genus","https://www.worldfloraonline.org/taxon/wfo-4000040312","","Violaceae","1","1","wfo","",true,true,157
"117","Vaccinium sp.","0.9","1419418","Vaccinium","1","genus","","","","L.","Ericaceae","Vaccinium","Vaccinium","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000039926","","Y","Accepted","Vaccinium","","L.","1419418","genus","https://www.worldfloraonline.org/taxon/wfo-4000039926","","Ericaceae","1","1","wfo","",true,true,158
"118","Deparia acrostichoides (Sw.) M. Kato","1","1099788","Deparia acrostichoides","1","species","(Sw.) M. Kato","(Sw.) M.Kato","1","(Sw.) M.Kato","Athyriaceae","Deparia","Deparia","1","acrostichoides","acrostichoides","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001114364","","Y","Accepted","Deparia acrostichoides","Deparia acrostichoides","(Sw.) M.Kato","1099788","species","https://www.worldfloraonline.org/taxon/wfo-0001114364","","Athyriaceae","1","1","wfo","",true,true,159
"119","Poaceae sp.","0.9","1426621","Poaceae","1","family","","","","Barnhart","Poaceae","","","","","","","Poaceae","Poaceae","1","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-7000000483","","Y","Accepted","Poaceae","","Barnhart","1426621","family","https://www.worldfloraonline.org/taxon/wfo-7000000483","","Poaceae","1","1","wfo","",true,true,160
"120","Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore","1","1096696","Botrychium lanceolatum var. angustisegmentum","1","variety","Pease & A.H. Moore","Pease & A.H.Moore","1","Pease & A.H.Moore","Ophioglossaceae","Botrychium","Botrychium","1","lanceolatum","lanceolatum","1","","","","var.","angustisegmentum","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001111251","","Y","Synonym","Botrychium lanceolatum subsp. angustisegmentum","Botrychium lanceolatum","(Pease & A.H.Moore) R.T.Clausen","1094515","subspecies","https://www.worldfloraonline.org/taxon/wfo-0001109053","","Ophioglossaceae","1","1","wfo","",true,true,164
"121","Hepatica nobilis Schreb.","1","712287","Hepatica nobilis","1","species","Schreb.","Schreb.","1","Schreb.","Ranunculaceae","Hepatica","Hepatica","1","nobilis","nobilis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000719933","","Y","Accepted","Hepatica nobilis","Hepatica nobilis","Schreb.","712287","species","https://www.worldfloraonline.org/taxon/wfo-0000719933","","Ranunculaceae","1","1","wfo","",true,true,165
"122","Toxicodendron vernix (L.) Kuntze","0.89744","1037076","Toxicodendron vernix","1","species","(L.) Kuntze","Kuntze","0.4872","Kuntze","Anacardiaceae","Toxicodendron","Toxicodendron","1","vernix","vernix","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001049963","","Y","Accepted","Toxicodendron vernix","Toxicodendron vernix","Kuntze","1037076","species","https://www.worldfloraonline.org/taxon/wfo-0001049963","","Anacardiaceae","1","1","wfo","",true,true,166
"123","Spiraea tomentosa L.","1","1008964","Spiraea tomentosa","1","species","L.","L.","1","L.","Rosaceae","Spiraea","Spiraea","1","tomentosa","tomentosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001018913","","Y","Accepted","Spiraea tomentosa","Spiraea tomentosa","L.","1008964","species","https://www.worldfloraonline.org/taxon/wfo-0001018913","","Rosaceae","1","1","wfo","",true,true,167
"124","Thelypteris simulata (Davenport) Nieuwl.","0.91174","1094902","Thelypteris simulata","1","species","(Davenport) Nieuwl.","Nieuwl.","0.5587","Nieuwl.","Thelypteridaceae","Thelypteris","Thelypteris","1","simulata","simulata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001109445","","Y","Accepted","Thelypteris simulata","Thelypteris simulata","Nieuwl.","1094902","species","https://www.worldfloraonline.org/taxon/wfo-0001109445","","Thelypteridaceae","1","1","wfo","",true,true,168
"125","Phragmites australis (Cav.) Trin. ex Steud. ssp. australis","1","1082814","Phragmites australis subsp. australis","1","subspecies","","","","","Poaceae","Phragmites","Phragmites","1","australis","australis","1","","","","subsp.","australis","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001097032","","Y","Accepted","Phragmites australis subsp. australis","Phragmites australis","","1082814","subspecies","https://www.worldfloraonline.org/taxon/wfo-0001097032","","Poaceae","1","1","wfo","",true,true,169
"126","Symphyotrichum lanceolatum (Willd.) G.L. Nesom","1","13052","Symphyotrichum lanceolatum","1","species","(Willd.) G.L. Nesom","(Willd.) G.L.Nesom","1","(Willd.) G.L.Nesom","Asteraceae","Symphyotrichum","Symphyotrichum","1","lanceolatum","lanceolatum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000012570","","Y","Accepted","Symphyotrichum lanceolatum","Symphyotrichum lanceolatum","(Willd.) G.L.Nesom","13052","species","https://www.worldfloraonline.org/taxon/wfo-0000012570","","Asteraceae","1","1","wfo","",true,true,170
"127","Carex atlantica L.H. Bailey","1","339566","Carex atlantica","1","species","L.H. Bailey","L.H.Bailey","1","L.H.Bailey","Cyperaceae","Carex","Carex","1","atlantica","atlantica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000344662","","Y","Accepted","Carex atlantica","Carex atlantica","L.H.Bailey","339566","species","https://www.worldfloraonline.org/taxon/wfo-0000344662","","Cyperaceae","1","1","wfo","",true,true,171
"128","Spiraea alba Du Roi var. latifolia (Aiton) Dippel","0.89804","1363357","Spiraea alba var. latifolia","1","variety","(Aiton) Dippel","(Aiton) F.Seym.","0.4902","(Aiton) F.Seym.","Rosaceae","Spiraea","Spiraea","1","alba","alba","1","","","","var.","latifolia","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001397257","","Y","No opinion","","","","","","","","","1","1","wfo","",true,true,172
"129","Frangula alnus Mill.","1","684339","Frangula alnus","1","species","Mill.","Mill.","1","Mill.","Rhamnaceae","Frangula","Frangula","1","alnus","alnus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000691852","","Y","Accepted","Frangula alnus","Frangula alnus","Mill.","684339","species","https://www.worldfloraonline.org/taxon/wfo-0000691852","","Rhamnaceae","1","1","wfo","",true,true,175
"130","Oxalis stricta L.","1","381526","Oxalis stricta","1","species","L.","L.","1","L.","Oxalidaceae","Oxalis","Oxalis","1","stricta","stricta","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000387064","","Y","Accepted","Oxalis stricta","Oxalis stricta","L.","381526","species","https://www.worldfloraonline.org/taxon/wfo-0000387064","","Oxalidaceae","1","1","wfo","",true,true,176
"131","Galium asprellum Michx.","1","959753","Galium asprellum","1","species","Michx.","Michx.","1","Michx.","Rubiaceae","Galium","Galium","1","asprellum","asprellum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000968377","","Y","Accepted","Galium asprellum","Galium asprellum","Michx.","959753","species","https://www.worldfloraonline.org/taxon/wfo-0000968377","","Rubiaceae","1","1","wfo","",true,true,177
"132","Rubus pubescens Raf.","1","997680","Rubus pubescens","1","species","Raf.","Raf.","1","Raf.","Rosaceae","Rubus","Rubus","1","pubescens","pubescens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001007071","","Y","Accepted","Rubus pubescens","Rubus pubescens","Raf.","997680","species","https://www.worldfloraonline.org/taxon/wfo-0001007071","","Rosaceae","1","1","wfo","",true,true,178
"133","Geranium maculatum L.","1","693227","Geranium maculatum","1","species","L.","L.","1","L.","Geraniaceae","Geranium","Geranium","1","maculatum","maculatum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000700788","","Y","Accepted","Geranium maculatum","Geranium maculatum","L.","693227","species","https://www.worldfloraonline.org/taxon/wfo-0000700788","","Geraniaceae","1","1","wfo","",true,true,185
"134","Hydrocotyle americana L.","1","718655","Hydrocotyle americana","1","species","L.","L.","1","L.","Araliaceae","Hydrocotyle","Hydrocotyle","1","americana","americana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000726327","","Y","Accepted","Hydrocotyle americana","Hydrocotyle americana","L.","718655","species","https://www.worldfloraonline.org/taxon/wfo-0000726327","","Araliaceae","1","1","wfo","",true,true,188
"135","Toxicodendron radicans (L.) Kuntze","1","1036491","Toxicodendron radicans","1","species","(L.) Kuntze","(L.) Kuntze","1","(L.) Kuntze","Anacardiaceae","Toxicodendron","Toxicodendron","1","radicans","radicans","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001049365","","Y","Accepted","Toxicodendron radicans","Toxicodendron radicans","(L.) Kuntze","1036491","species","https://www.worldfloraonline.org/taxon/wfo-0001049365","","Anacardiaceae","1","1","wfo","",true,true,189
"136","Tiarella cordifolia L.","1","453245","Tiarella cordifolia","1","species","L.","L.","1","L.","Saxifragaceae","Tiarella","Tiarella","1","cordifolia","cordifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000459230","","Y","Accepted","Tiarella cordifolia","Tiarella cordifolia","L.","453245","species","https://www.worldfloraonline.org/taxon/wfo-0000459230","","Saxifragaceae","1","1","wfo","",true,true,190
"137","Melampyrum lineare Desr.","1","1121555","Melampyrum lineare","1","species","Desr.","Desr.","1","Desr.","Orobanchaceae","Melampyrum","Melampyrum","1","lineare","lineare","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001136536","","Y","Accepted","Melampyrum lineare","Melampyrum lineare","Desr.","1121555","species","https://www.worldfloraonline.org/taxon/wfo-0001136536","","Orobanchaceae","1","1","wfo","",true,true,191
"138","Clematis virginiana L.","1","603915","Clematis virginiana","1","species","L.","L.","1","L.","Ranunculaceae","Clematis","Clematis","1","virginiana","virginiana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000610908","","Y","Accepted","Clematis virginiana","Clematis virginiana","L.","603915","species","https://www.worldfloraonline.org/taxon/wfo-0000610908","","Ranunculaceae","1","1","wfo","",true,true,193
"139","Lysimachia ciliata L.","1","436929","Lysimachia ciliata","1","species","L.","L.","1","L.","Primulaceae","Lysimachia","Lysimachia","1","ciliata","ciliata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000442838","","Y","Accepted","Lysimachia ciliata","Lysimachia ciliata","L.","436929","species","https://www.worldfloraonline.org/taxon/wfo-0000442838","","Primulaceae","1","1","wfo","",true,true,195
"140","Carex intumescens Rudge","1","342658","Carex intumescens","1","species","Rudge","Rudge","1","Rudge","Cyperaceae","Carex","Carex","1","intumescens","intumescens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000347763","","Y","Accepted","Carex intumescens","Carex intumescens","Rudge","342658","species","https://www.worldfloraonline.org/taxon/wfo-0000347763","","Cyperaceae","1","1","wfo","",true,true,196
"141","Elymus virginicus L.","1","858576","Elymus virginicus","1","species","L.","L.","1","L.","Poaceae","Elymus","Elymus","1","virginicus","virginicus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000866852","","Y","Accepted","Elymus virginicus","Elymus virginicus","L.","858576","species","https://www.worldfloraonline.org/taxon/wfo-0000866852","","Poaceae","1","1","wfo","",true,true,197
"142","Carex lacustris Willd.","1","342925","Carex lacustris","1","species","Willd.","Willd.","1","Willd.","Cyperaceae","Carex","Carex","1","lacustris","lacustris","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000348030","","Y","Accepted","Carex lacustris","Carex lacustris","Willd.","342925","species","https://www.worldfloraonline.org/taxon/wfo-0000348030","","Cyperaceae","1","1","wfo","",true,true,198
